<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.07.01	16:30:00	174335	174425	174185	174405	59083	210302	1
2026.07.01	16:45:00	174410	174480	174190	174280	56866	204150	1
2026.07.01	17:00:00	174280	174410	174105	174325	50574	196611	1
2026.07.01	17:15:00	174325	174360	174190	174235	22066	81396	1
2026.07.01	17:30:00	174235	174540	174225	174515	33794	121371	1
2026.07.01	17:45:00	174510	174645	174405	174545	31905	104436	1
2026.07.01	18:00:00	174540	174585	174430	174525	23353	64274	1
2026.07.01	18:15:00	174515	174580	174455	174530	12248	51092	1
2026.07.02	09:00:00	174560	174885	173910	174630	390430	951012	1
2026.07.02	09:15:00	174630	175005	174430	174975	205976	606701	1
2026.07.02	09:30:00	174965	176655	174325	176355	457536	1238918	1
2026.07.02	09:45:00	176360	176410	175595	175745	249907	734818	1
2026.07.02	10:00:00	175745	175955	175275	175775	352162	1022510	1
2026.07.02	10:15:00	175780	175970	175070	175230	272400	844610	1
2026.07.02	10:30:00	175230	176860	175215	176805	424127	1401319	1
2026.07.02	10:45:00	176805	177055	175730	175925	310322	1046631	1
2026.07.02	11:00:00	175925	176180	175670	176000	214248	705494	1
2026.07.02	11:15:00	176000	176135	175165	175220	205591	697259	1
2026.07.02	11:30:00	175215	175580	174630	174830	261375	890889	1
2026.07.02	11:45:00	174830	175040	174730	174945	156917	521228	1
2026.07.02	12:00:00	174945	175115	174420	174700	164660	550492	1
2026.07.02	12:15:00	174700	174840	174240	174620	160398	544007	1
2026.07.02	12:30:00	174615	174880	174615	174770	92372	317119	1
2026.07.02	12:45:00	174770	174870	174680	174745	67998	233121	1
2026.07.02	13:00:00	174740	175000	174670	174875	101353	358114	1
2026.07.02	13:15:00	174880	174900	174525	174630	79078	281667	1
2026.07.02	13:30:00	174625	174800	174545	174760	82492	292558	1
