<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.07.02	13:45:00	174765	174845	174475	174530	72979	273709	1
2026.07.02	14:00:00	174525	174815	174515	174760	76235	283731	1
2026.07.02	14:15:00	174760	174815	174585	174645	50574	176424	1
2026.07.02	14:30:00	174640	174770	174515	174630	61699	222526	1
2026.07.02	14:45:00	174630	174750	174550	174595	62459	231609	1
2026.07.02	15:00:00	174595	174880	174500	174700	88185	327671	1
2026.07.02	15:15:00	174700	174980	174575	174960	63855	229023	1
2026.07.02	15:30:00	174955	175240	174950	175160	90768	336869	1
2026.07.02	15:45:00	175160	175305	175020	175225	64945	242278	1
2026.07.02	16:00:00	175225	175265	174915	174970	70406	262012	1
2026.07.02	16:15:00	174970	174985	174695	174810	53822	206071	1
2026.07.02	16:30:00	174810	175015	174790	174985	46916	170511	1
2026.07.02	16:45:00	174985	175295	174830	175280	79733	313355	1
2026.07.02	17:00:00	175285	175400	175120	175290	56201	224126	1
2026.07.02	17:15:00	175290	175380	175250	175360	23518	82627	1
2026.07.02	17:30:00	175365	175420	175340	175375	20461	71433	1
2026.07.02	17:45:00	175370	175400	175260	175290	28674	82695	1
2026.07.02	18:00:00	175295	175355	175185	175225	23119	56688	1
2026.07.02	18:15:00	175220	175265	175105	175175	13708	58889	1
2026.07.03	09:00:00	175725	176715	175550	176465	373880	1041995	1
2026.07.03	09:15:00	176470	176775	176270	176650	229144	651324	1
2026.07.03	09:30:00	176655	176740	176240	176270	212157	612606	1
2026.07.03	09:45:00	176275	176790	176255	176325	210709	635327	1
2026.07.03	10:00:00	176325	176515	175665	175690	345355	1078903	1
2026.07.03	10:15:00	175685	175995	175300	175815	353061	1132202	1
2026.07.03	10:30:00	175815	176085	175425	175970	244800	775945	1
2026.07.03	10:45:00	175970	176185	175810	176055	161938	510951	1
2026.07.03	11:00:00	176055	176700	176020	176490	199983	658463	1
2026.07.03	11:15:00	176490	176585	176335	176480	110591	382669	1
2026.07.03	11:30:00	176475	176735	176385	176625	126657	463186	1
2026.07.03	11:45:00	176625	176775	176515	176685	88186	325228	1
2026.07.03	12:00:00	176690	176945	176635	176880	101341	372299	1
2026.07.03	12:15:00	176885	176965	176800	176860	65341	246644	1
2026.07.03	12:30:00	176860	176995	176775	176915	68914	247396	1
2026.07.03	12:45:00	176920	177020	176875	176900	51981	196613	1
2026.07.03	13:00:00	176900	177175	176895	177065	72032	285401	1
2026.07.03	13:15:00	177060	177105	176965	176975	44185	175033	1
2026.07.03	13:30:00	176975	177015	176870	176955	53731	209166	1
2026.07.03	13:45:00	176960	177010	176880	176905	36618	137180	1
2026.07.03	14:00:00	176910	176965	176810	176825	46891	179449	1
2026.07.03	14:15:00	176825	176995	176740	176955	60243	237554	1
2026.07.03	14:30:00	176955	177085	176915	177010	45103	176285	1
2026.07.03	14:45:00	177005	177030	176905	176935	30278	113130	1
2026.07.03	15:00:00	176935	176945	176730	176805	56991	215989	1
2026.07.03	15:15:00	176810	176905	176735	176850	42409	160415	1
2026.07.03	15:30:00	176850	176885	176780	176820	29664	113855	1
2026.07.03	15:45:00	176820	176875	176795	176815	21471	84405	1
2026.07.03	16:00:00	176815	176870	176700	176710	36309	142118	1
2026.07.03	16:15:00	176710	176840	176650	176680	44340	176533	1
2026.07.03	16:30:00	176675	176705	176510	176520	45438	184405	1
2026.07.03	16:45:00	176520	176800	176515	176790	48133	186526	1
2026.07.03	17:00:00	176790	176790	176530	176640	48919	195796	1
2026.07.03	17:15:00	176645	176725	176630	176650	19699	77098	1
2026.07.03	17:30:00	176650	176835	176650	176770	29587	115440	1
2026.07.03	17:45:00	176775	176880	176750	176830	19525	64018	1
2026.07.03	18:00:00	176830	176870	176765	176800	14354	42669	1
2026.07.03	18:15:00	176805	176910	176710	176910	10442	49318	1
2026.07.06	09:00:00	176600	176835	175155	175475	427408	1138077	1
2026.07.06	09:15:00	175475	175860	175055	175275	295929	888185	1
2026.07.06	09:30:00	175275	175410	175075	175255	170644	518694	1
2026.07.06	09:45:00	175250	175350	175000	175110	143446	449327	1
2026.07.06	10:00:00	175110	175290	174785	174910	353909	1111992	1
2026.07.06	10:15:00	174910	175140	174470	174645	305199	989860	1
2026.07.06	10:30:00	174645	175035	174520	174990	323481	1048148	1
2026.07.06	10:45:00	174990	175480	174560	174705	332540	1074367	1
2026.07.06	11:00:00	174695	174805	174075	174290	247430	818852	1
2026.07.06	11:15:00	174290	174415	174110	174250	140636	474202	1
2026.07.06	11:30:00	174255	174265	173930	174030	139614	470912	1
2026.07.06	11:45:00	174035	174180	173855	174120	137655	480978	1
2026.07.06	12:00:00	174125	174310	174045	174230	126515	444900	1
2026.07.06	12:15:00	174225	174325	174015	174295	108975	395535	1
2026.07.06	12:30:00	174295	174465	174250	174315	112480	417411	1
2026.07.06	12:45:00	174320	174345	174155	174220	72296	262786	1
2026.07.06	13:00:00	174215	174255	174065	174125	63458	231181	1
2026.07.06	13:15:00	174125	174240	174085	174140	58645	213761	1
2026.07.06	13:30:00	174135	174400	174090	174290	70838	245310	1
2026.07.06	13:45:00	174285	174365	174160	174295	66138	241228	1
2026.07.06	14:00:00	174295	174455	174215	174305	84434	327337	1
2026.07.06	14:15:00	174300	174755	174300	174655	114658	421912	1
2026.07.06	14:30:00	174655	174680	174465	174640	83426	318015	1
2026.07.06	14:45:00	174640	174875	174615	174810	100464	386951	1
2026.07.06	15:00:00	174810	174870	174550	174690	93345	350968	1
2026.07.06	15:15:00	174685	174890	174685	174820	67792	251131	1
2026.07.06	15:30:00	174820	174900	174675	174700	64857	243919	1
2026.07.06	15:45:00	174700	174800	174620	174670	60176	224342	1
2026.07.06	16:00:00	174670	174690	174425	174500	75653	290830	1
2026.07.06	16:15:00	174495	174700	174470	174650	64388	241431	1
2026.07.06	16:30:00	174650	174670	174530	174615	49940	188820	1
2026.07.06	16:45:00	174610	174720	174555	174615	53400	213737	1
2026.07.06	17:00:00	174615	174725	174585	174665	39979	166964	1
2026.07.06	17:15:00	174665	174715	174620	174640	21603	80210	1
2026.07.06	17:30:00	174645	174800	174630	174790	26827	89437	1
2026.07.06	17:45:00	174790	174835	174750	174810	22465	72476	1
2026.07.06	18:00:00	174805	174850	174575	174620	51472	127277	1
2026.07.06	18:15:00	174620	174645	174480	174535	22366	69443	1
2026.07.07	09:00:00	174370	175675	174260	175605	389167	1191548	1
2026.07.07	09:15:00	175605	175690	175110	175490	284510	911766	1
2026.07.07	09:30:00	175490	175585	175110	175340	218892	706639	1
2026.07.07	09:45:00	175340	175385	175010	175130	179412	601145	1
2026.07.07	10:00:00	175130	175350	174690	174840	416100	1402189	1
2026.07.07	10:15:00	174840	175245	174620	174755	288326	1004380	1
2026.07.07	10:30:00	174760	175745	174745	175510	388291	1321124	1
2026.07.07	10:45:00	175515	175795	174545	174710	314352	1103008	1
2026.07.07	11:00:00	174705	175085	174425	174450	295856	1034567	1
2026.07.07	11:15:00	174450	174475	173575	173825	259389	918961	1
2026.07.07	11:30:00	173825	174275	173775	174240	175514	631185	1
2026.07.07	11:45:00	174240	174540	174180	174230	161297	584167	1
2026.07.07	12:00:00	174235	174245	173810	173855	144399	530947	1
2026.07.07	12:15:00	173850	173940	173685	173845	114490	425407	1
2026.07.07	12:30:00	173845	173975	173620	173725	100837	363488	1
2026.07.07	12:45:00	173720	173805	173630	173695	71251	270641	1
2026.07.07	13:00:00	173695	173750	173545	173665	71646	269683	1
2026.07.07	13:15:00	173665	173825	173650	173700	64805	242350	1
2026.07.07	13:30:00	173700	173815	173625	173705	55348	206048	1
2026.07.07	13:45:00	173710	173765	173610	173760	45504	174577	1
2026.07.07	14:00:00	173755	174010	173750	173900	102733	370253	1
2026.07.07	14:15:00	173905	174210	173810	174165	87982	330233	1
2026.07.07	14:30:00	174165	174205	173885	173970	91199	350538	1
2026.07.07	14:45:00	173970	174070	173860	174020	53699	207327	1
2026.07.07	15:00:00	174015	174080	173710	173845	87341	333463	1
2026.07.07	15:15:00	173840	174030	173785	173960	66816	254907	1
2026.07.07	15:30:00	173955	174250	173905	174230	92213	379090	1
2026.07.07	15:45:00	174225	174345	174075	174145	103010	412565	1
2026.07.07	16:00:00	174145	174180	173945	174030	88974	356730	1
2026.07.07	16:15:00	174030	174190	173985	174035	79376	316518	1
2026.07.07	16:30:00	174035	174100	173870	173945	67083	269707	1
2026.07.07	16:45:00	173945	174130	173940	174035	55604	218211	1
2026.07.07	17:00:00	174035	174195	174005	174055	44288	178911	1
2026.07.07	17:15:00	174055	174110	174030	174075	17695	64833	1
2026.07.07	17:30:00	174080	174080	173945	173980	19343	74600	1
2026.07.07	17:45:00	173975	173995	173925	173955	17043	59495	1
2026.07.07	18:00:00	173955	173965	173810	173840	27307	70673	1
2026.07.07	18:15:00	173840	173845	173600	173600	22606	75566	1
2026.07.08	09:00:00	172230	173800	172065	173360	487630	1213358	1
2026.07.08	09:15:00	173355	173755	173275	173705	178571	521944	1
2026.07.08	09:30:00	173705	173885	173550	173585	160879	495070	1
2026.07.08	09:45:00	173585	173780	173480	173565	153822	502697	1
