<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.07.01	17:15:00	174325	174360	174205	174245	11240	41307	1
2026.07.01	17:20:00	174245	174260	174190	174225	6864	25395	1
2026.07.01	17:25:00	174220	174255	174195	174235	3962	14694	1
2026.07.01	17:30:00	174235	174365	174225	174330	9199	34864	1
2026.07.01	17:35:00	174330	174475	174270	174450	12191	44301	1
2026.07.01	17:40:00	174450	174540	174430	174515	12404	42206	1
2026.07.01	17:45:00	174510	174520	174405	174450	8631	28416	1
2026.07.01	17:50:00	174450	174620	174425	174525	13988	44263	1
2026.07.01	17:55:00	174525	174645	174500	174545	9286	31757	1
2026.07.01	18:00:00	174540	174560	174475	174510	5559	16457	1
2026.07.01	18:05:00	174510	174585	174470	174550	7206	19896	1
2026.07.01	18:10:00	174555	174575	174430	174525	10588	27921	1
2026.07.01	18:15:00	174515	174550	174455	174545	8095	20647	1
2026.07.01	18:20:00	174550	174580	174510	174530	4153	30445	1
2026.07.02	09:00:00	174560	174885	173910	174730	200313	473202	1
2026.07.02	09:05:00	174730	174770	174220	174510	125421	305358	1
2026.07.02	09:10:00	174510	174745	174465	174630	64696	172452	1
2026.07.02	09:15:00	174630	174855	174510	174580	75310	222010	1
2026.07.02	09:20:00	174575	174790	174430	174670	71481	208720	1
2026.07.02	09:25:00	174670	175005	174645	174975	59185	175971	1
2026.07.02	09:30:00	174965	176185	174325	176125	222943	577254	1
2026.07.02	09:35:00	176120	176565	175970	176490	126157	357102	1
2026.07.02	09:40:00	176495	176655	176230	176355	108436	304562	1
2026.07.02	09:45:00	176360	176410	175680	175830	120383	364398	1
2026.07.02	09:50:00	175835	175935	175710	175785	67103	191640	1
2026.07.02	09:55:00	175785	175835	175595	175745	62421	178780	1
2026.07.02	10:00:00	175745	175890	175275	175610	146537	430482	1
2026.07.02	10:05:00	175610	175825	175560	175715	87666	253986	1
2026.07.02	10:10:00	175715	175955	175565	175775	117959	338042	1
2026.07.02	10:15:00	175780	175970	175490	175620	97034	284714	1
2026.07.02	10:20:00	175620	175635	175285	175510	88270	280908	1
2026.07.02	10:25:00	175505	175515	175070	175230	87096	278988	1
2026.07.02	10:30:00	175230	175700	175215	175575	142153	450657	1
2026.07.02	10:35:00	175575	176460	175530	176420	148423	482786	1
2026.07.02	10:40:00	176420	176860	176330	176805	133551	467876	1
2026.07.02	10:45:00	176805	177055	176525	176555	121355	418631	1
2026.07.02	10:50:00	176555	176770	176335	176420	91333	300673	1
2026.07.02	10:55:00	176415	176420	175730	175925	97634	327327	1
2026.07.02	11:00:00	175925	176180	175870	176065	81812	271450	1
2026.07.02	11:05:00	176065	176090	175855	175860	62226	196339	1
2026.07.02	11:10:00	175865	176085	175670	176000	70210	237705	1
2026.07.02	11:15:00	176000	176135	175855	175935	52102	173230	1
2026.07.02	11:20:00	175935	175940	175435	175480	81166	271338	1
2026.07.02	11:25:00	175475	175535	175165	175220	72323	252691	1
2026.07.02	11:30:00	175215	175580	175125	175180	104251	356386	1
2026.07.02	11:35:00	175180	175210	174800	174875	80127	268386	1
2026.07.02	11:40:00	174880	174925	174630	174830	76997	266117	1
2026.07.02	11:45:00	174830	175040	174730	174960	69769	230529	1
2026.07.02	11:50:00	174960	174970	174760	174825	47966	160930	1
2026.07.02	11:55:00	174830	175010	174785	174945	39182	129769	1
2026.07.02	12:00:00	174945	175115	174830	174830	52831	179576	1
2026.07.02	12:05:00	174835	174840	174420	174630	77213	262022	1
2026.07.02	12:10:00	174630	174770	174590	174700	34616	108894	1
2026.07.02	12:15:00	174700	174715	174240	174375	64201	216605	1
2026.07.02	12:20:00	174380	174805	174335	174765	53015	183946	1
2026.07.02	12:25:00	174770	174840	174555	174620	43182	143456	1
2026.07.02	12:30:00	174615	174815	174615	174690	32758	111300	1
2026.07.02	12:35:00	174685	174835	174685	174780	23924	81280	1
2026.07.02	12:40:00	174780	174880	174675	174770	35690	124539	1
2026.07.02	12:45:00	174770	174870	174705	174775	21588	70311	1
2026.07.02	12:50:00	174775	174865	174680	174850	24667	88618	1
2026.07.02	12:55:00	174850	174870	174690	174745	21743	74192	1
2026.07.02	13:00:00	174740	175000	174720	174875	35861	123001	1
2026.07.02	13:05:00	174875	174925	174670	174740	33209	116322	1
2026.07.02	13:10:00	174740	174985	174725	174875	32283	118791	1
2026.07.02	13:15:00	174880	174900	174785	174820	17692	59725	1
2026.07.02	13:20:00	174820	174880	174525	174665	34863	127168	1
2026.07.02	13:25:00	174665	174760	174570	174630	26523	94774	1
2026.07.02	13:30:00	174625	174740	174545	174640	32513	122404	1
2026.07.02	13:35:00	174640	174770	174570	174630	25249	84801	1
2026.07.02	13:40:00	174630	174800	174630	174760	24730	85353	1
2026.07.02	13:45:00	174765	174845	174670	174830	24026	90953	1
2026.07.02	13:50:00	174830	174835	174680	174695	18551	70168	1
2026.07.02	13:55:00	174690	174700	174475	174530	30402	112588	1
2026.07.02	14:00:00	174525	174775	174515	174680	33779	127147	1
2026.07.02	14:05:00	174675	174815	174620	174760	24045	88417	1
2026.07.02	14:10:00	174755	174805	174680	174760	18411	68167	1
2026.07.02	14:15:00	174760	174815	174695	174740	18019	63295	1
2026.07.02	14:20:00	174745	174770	174605	174650	16879	58545	1
2026.07.02	14:25:00	174645	174675	174585	174645	15676	54584	1
2026.07.02	14:30:00	174640	174770	174610	174670	18484	59672	1
2026.07.02	14:35:00	174670	174685	174515	174580	25573	100651	1
2026.07.02	14:40:00	174580	174675	174545	174630	17642	62203	1
2026.07.02	14:45:00	174630	174750	174620	174700	21578	78013	1
2026.07.02	14:50:00	174705	174730	174560	174635	22024	80280	1
2026.07.02	14:55:00	174635	174700	174550	174595	18857	73316	1
2026.07.02	15:00:00	174595	174785	174500	174715	33177	120833	1
2026.07.02	15:05:00	174715	174870	174685	174865	31865	122786	1
2026.07.02	15:10:00	174860	174880	174680	174700	23143	84052	1
2026.07.02	15:15:00	174700	174720	174575	174645	20943	74463	1
2026.07.02	15:20:00	174645	174775	174630	174760	17861	63718	1
2026.07.02	15:25:00	174755	174980	174715	174960	25051	90842	1
2026.07.02	15:30:00	174955	175240	174950	175130	48030	177172	1
2026.07.02	15:35:00	175130	175195	175055	175145	24957	94006	1
2026.07.02	15:40:00	175145	175235	175115	175160	17781	65691	1
2026.07.02	15:45:00	175160	175265	175020	175215	33488	128273	1
2026.07.02	15:50:00	175215	175240	175165	175185	13387	49660	1
2026.07.02	15:55:00	175185	175305	175175	175225	18070	64345	1
2026.07.02	16:00:00	175225	175265	175025	175040	27274	100369	1
2026.07.02	16:05:00	175040	175135	175005	175030	20993	79459	1
2026.07.02	16:10:00	175025	175045	174915	174970	22139	82184	1
2026.07.02	16:15:00	174970	174985	174830	174905	17735	64022	1
2026.07.02	16:20:00	174905	174925	174845	174865	11612	41911	1
2026.07.02	16:25:00	174870	174870	174695	174810	24475	100138	1
2026.07.02	16:30:00	174810	174880	174790	174840	12442	40842	1
2026.07.02	16:35:00	174845	174935	174820	174920	14666	54036	1
2026.07.02	16:40:00	174920	175015	174910	174985	19808	75633	1
2026.07.02	16:45:00	174985	174990	174830	174840	20537	80943	1
2026.07.02	16:50:00	174845	174995	174835	174985	24409	97143	1
2026.07.02	16:55:00	174980	175295	174970	175280	34787	135269	1
2026.07.02	17:00:00	175285	175385	175120	175335	30375	122784	1
2026.07.02	17:05:00	175340	175400	175260	175270	16145	64264	1
2026.07.02	17:10:00	175270	175325	175235	175290	9681	37078	1
2026.07.02	17:15:00	175290	175315	175250	175295	6876	23153	1
2026.07.02	17:20:00	175295	175320	175250	175275	6571	23734	1
2026.07.02	17:25:00	175275	175380	175250	175360	10071	35740	1
2026.07.02	17:30:00	175365	175420	175340	175360	11023	41526	1
2026.07.02	17:35:00	175360	175410	175345	175365	4912	16418	1
2026.07.02	17:40:00	175360	175395	175345	175375	4526	13489	1
2026.07.02	17:45:00	175370	175395	175350	175365	4750	13810	1
2026.07.02	17:50:00	175370	175400	175300	175380	12186	35770	1
2026.07.02	17:55:00	175380	175395	175260	175290	11738	33115	1
2026.07.02	18:00:00	175295	175355	175280	175310	7188	16450	1
2026.07.02	18:05:00	175305	175335	175295	175305	4029	10479	1
2026.07.02	18:10:00	175300	175305	175185	175225	11902	29759	1
2026.07.02	18:15:00	175220	175265	175140	175225	8858	24394	1
2026.07.02	18:20:00	175225	175225	175105	175175	4850	34495	1
2026.07.03	09:00:00	175725	175970	175550	175810	84370	252154	1
2026.07.03	09:05:00	175805	176715	175785	176430	178697	490993	1
2026.07.03	09:10:00	176430	176490	176135	176465	110813	298848	1
2026.07.03	09:15:00	176470	176570	176270	176465	86461	225635	1
2026.07.03	09:20:00	176460	176650	176355	176560	78076	221403	1
2026.07.03	09:25:00	176560	176775	176550	176650	64607	204286	1
2026.07.03	09:30:00	176655	176740	176405	176435	79290	230068	1
2026.07.03	09:35:00	176435	176605	176285	176490	75894	215764	1
2026.07.03	09:40:00	176490	176520	176240	176270	56973	166774	1
2026.07.03	09:45:00	176275	176590	176255	176540	56893	171263	1
2026.07.03	09:50:00	176545	176790	176515	176605	86551	259091	1
2026.07.03	09:55:00	176605	176660	176255	176325	67265	204973	1
2026.07.03	10:00:00	176325	176515	176145	176330	113129	345184	1
2026.07.03	10:05:00	176330	176330	175840	175895	120729	380735	1
2026.07.03	10:10:00	175900	176050	175665	175690	111497	352984	1
2026.07.03	10:15:00	175685	175980	175500	175660	148425	477408	1
2026.07.03	10:20:00	175665	175705	175300	175475	91717	299250	1
2026.07.03	10:25:00	175475	175995	175410	175815	112919	355544	1
2026.07.03	10:30:00	175815	175850	175425	175560	84445	259142	1
2026.07.03	10:35:00	175560	175885	175525	175875	62555	195226	1
2026.07.03	10:40:00	175875	176085	175760	175970	97800	321577	1
2026.07.03	10:45:00	175970	176005	175810	175935	44598	138090	1
2026.07.03	10:50:00	175935	176185	175890	175975	69135	225212	1
2026.07.03	10:55:00	175980	176165	175955	176055	48205	147649	1
2026.07.03	11:00:00	176055	176370	176020	176360	66393	217433	1
2026.07.03	11:05:00	176365	176695	176345	176605	75355	248193	1
2026.07.03	11:10:00	176605	176700	176405	176490	58235	192837	1
2026.07.03	11:15:00	176490	176585	176335	176370	53831	181780	1
2026.07.03	11:20:00	176370	176540	176340	176440	32234	110593	1
2026.07.03	11:25:00	176440	176555	176405	176480	24526	90296	1
2026.07.03	11:30:00	176475	176625	176455	176465	32333	118314	1
2026.07.03	11:35:00	176470	176735	176385	176625	60115	221895	1
2026.07.03	11:40:00	176625	176710	176570	176625	34209	122977	1
2026.07.03	11:45:00	176625	176675	176515	176610	31595	110943	1
2026.07.03	11:50:00	176605	176670	176550	176635	25103	97571	1
2026.07.03	11:55:00	176640	176775	176605	176685	31488	116714	1
2026.07.03	12:00:00	176690	176890	176635	176795	43298	157185	1
2026.07.03	12:05:00	176795	176865	176770	176810	19920	75124	1
2026.07.03	12:10:00	176810	176945	176730	176880	38123	139990	1
2026.07.03	12:15:00	176885	176930	176835	176870	19957	80336	1
2026.07.03	12:20:00	176870	176965	176800	176890	29557	108882	1
2026.07.03	12:25:00	176895	176935	176840	176860	15827	57426	1
2026.07.03	12:30:00	176860	176905	176775	176820	27948	98266	1
2026.07.03	12:35:00	176820	176995	176805	176920	28523	104805	1
2026.07.03	12:40:00	176920	176970	176880	176915	12443	44325	1
2026.07.03	12:45:00	176920	176965	176875	176910	13409	47857	1
2026.07.03	12:50:00	176905	177020	176905	176970	17676	65456	1
2026.07.03	12:55:00	176975	177000	176880	176900	20896	83300	1
2026.07.03	13:00:00	176900	177040	176895	176990	23362	89336	1
2026.07.03	13:05:00	176990	177175	176980	177095	32789	129215	1
2026.07.03	13:10:00	177095	177150	177060	177065	15881	66850	1
2026.07.03	13:15:00	177060	177105	177020	177080	17641	70956	1
2026.07.03	13:20:00	177080	177100	177010	177025	11779	46758	1
2026.07.03	13:25:00	177030	177055	176965	176975	14765	57319	1
2026.07.03	13:30:00	176975	177015	176870	176995	30071	112849	1
2026.07.03	13:35:00	176995	177000	176910	176940	13357	55040	1
2026.07.03	13:40:00	176945	176985	176910	176955	10303	41277	1
2026.07.03	13:45:00	176960	177010	176950	176965	9891	37884	1
2026.07.03	13:50:00	176965	176975	176885	176940	14212	51862	1
2026.07.03	13:55:00	176945	176985	176880	176905	12515	47434	1
2026.07.03	14:00:00	176910	176935	176825	176885	17951	68363	1
2026.07.03	14:05:00	176880	176965	176865	176935	14666	59278	1
2026.07.03	14:10:00	176935	176950	176810	176825	14274	51808	1
2026.07.03	14:15:00	176825	176855	176740	176775	16515	65630	1
2026.07.03	14:20:00	176775	176865	176760	176820	15932	60468	1
2026.07.03	14:25:00	176825	176995	176770	176955	27796	111456	1
2026.07.03	14:30:00	176955	176990	176915	176970	12670	49360	1
2026.07.03	14:35:00	176970	177085	176925	177010	22744	88573	1
2026.07.03	14:40:00	177010	177055	176995	177010	9689	38352	1
2026.07.03	14:45:00	177005	177030	176960	176975	11049	38895	1
2026.07.03	14:50:00	176970	176990	176925	176945	10510	39368	1
2026.07.03	14:55:00	176940	176965	176905	176935	8719	34867	1
2026.07.03	15:00:00	176935	176945	176825	176825	16037	58912	1
2026.07.03	15:05:00	176830	176845	176730	176795	21159	77799	1
2026.07.03	15:10:00	176795	176870	176760	176805	19795	79278	1
2026.07.03	15:15:00	176810	176855	176735	176815	16491	63894	1
2026.07.03	15:20:00	176820	176905	176800	176835	16719	63164	1
2026.07.03	15:25:00	176840	176885	176805	176850	9199	33357	1
2026.07.03	15:30:00	176850	176870	176810	176835	9248	38235	1
2026.07.03	15:35:00	176835	176885	176815	176840	10636	37990	1
2026.07.03	15:40:00	176845	176850	176780	176820	9780	37630	1
2026.07.03	15:45:00	176820	176865	176810	176845	6862	26036	1
2026.07.03	15:50:00	176845	176875	176820	176840	6331	25139	1
2026.07.03	15:55:00	176835	176850	176795	176815	8278	33230	1
2026.07.03	16:00:00	176815	176870	176780	176830	14147	55376	1
2026.07.03	16:05:00	176825	176845	176765	176770	6935	27926	1
2026.07.03	16:10:00	176770	176780	176700	176710	15227	58816	1
2026.07.03	16:15:00	176710	176750	176705	176735	7783	32316	1
2026.07.03	16:20:00	176730	176840	176720	176765	16154	65706	1
2026.07.03	16:25:00	176770	176780	176650	176680	20403	78511	1
2026.07.03	16:30:00	176675	176705	176590	176610	15290	62607	1
2026.07.03	16:35:00	176610	176670	176595	176630	10316	41863	1
2026.07.03	16:40:00	176635	176635	176510	176520	19832	79935	1
2026.07.03	16:45:00	176520	176590	176515	176570	12486	46005	1
2026.07.03	16:50:00	176570	176730	176555	176715	20230	76372	1
2026.07.03	16:55:00	176715	176800	176695	176790	15417	64149	1
2026.07.03	17:00:00	176790	176790	176580	176585	20307	82485	1
2026.07.03	17:05:00	176590	176625	176530	176600	17260	71168	1
2026.07.03	17:10:00	176595	176675	176565	176640	11352	42143	1
2026.07.03	17:15:00	176645	176680	176630	176655	5555	22619	1
2026.07.03	17:20:00	176660	176705	176655	176685	6457	24362	1
2026.07.03	17:25:00	176685	176725	176635	176650	7687	30117	1
2026.07.03	17:30:00	176650	176825	176650	176760	10960	43358	1
2026.07.03	17:35:00	176770	176835	176755	176780	8335	33045	1
2026.07.03	17:40:00	176780	176820	176730	176770	10292	39037	1
2026.07.03	17:45:00	176775	176800	176750	176790	3986	12804	1
2026.07.03	17:50:00	176785	176880	176775	176780	9855	32739	1
2026.07.03	17:55:00	176780	176850	176760	176830	5684	18475	1
2026.07.03	18:00:00	176830	176870	176790	176830	4868	13767	1
2026.07.03	18:05:00	176835	176855	176810	176830	2361	7128	1
2026.07.03	18:10:00	176835	176835	176765	176800	7125	21774	1
2026.07.03	18:15:00	176805	176825	176710	176780	6322	20928	1
2026.07.03	18:20:00	176780	176910	176725	176910	4120	28390	1
2026.07.06	09:00:00	176600	176835	175465	175555	193591	486675	1
2026.07.06	09:05:00	175560	175725	175325	175460	125841	332378	1
2026.07.06	09:10:00	175460	175525	175155	175475	107976	319024	1
2026.07.06	09:15:00	175475	175860	175435	175615	120082	351853	1
2026.07.06	09:20:00	175615	175655	175275	175345	84359	259916	1
2026.07.06	09:25:00	175345	175365	175055	175275	91488	276416	1
2026.07.06	09:30:00	175275	175410	175185	175260	68662	208210	1
2026.07.06	09:35:00	175255	175305	175110	175150	48789	147624	1
2026.07.06	09:40:00	175145	175355	175075	175255	53193	162860	1
2026.07.06	09:45:00	175250	175350	175025	175075	51243	158871	1
2026.07.06	09:50:00	175080	175185	175035	175090	45613	141523	1
2026.07.06	09:55:00	175090	175185	175000	175110	46590	148933	1
2026.07.06	10:00:00	175110	175125	174785	174910	106212	337931	1
2026.07.06	10:05:00	174910	175235	174805	175050	117318	356333	1
2026.07.06	10:10:00	175050	175290	174865	174910	130379	417728	1
2026.07.06	10:15:00	174910	175140	174810	174925	93740	309629	1
2026.07.06	10:20:00	174925	175010	174715	174810	95457	305346	1
2026.07.06	10:25:00	174810	174815	174470	174645	116002	374885	1
2026.07.06	10:30:00	174645	174990	174520	174670	146106	489240	1
2026.07.06	10:35:00	174665	174935	174570	174705	96935	309095	1
2026.07.06	10:40:00	174705	175035	174615	174990	80440	249813	1
2026.07.06	10:45:00	174990	175480	174950	175255	143083	477153	1
2026.07.06	10:50:00	175255	175335	174765	174945	106909	335307	1
2026.07.06	10:55:00	174945	174955	174560	174705	82548	261907	1
2026.07.06	11:00:00	174695	174805	174305	174355	83519	270006	1
2026.07.06	11:05:00	174350	174430	174075	174100	89161	305131	1
2026.07.06	11:10:00	174100	174345	174085	174290	74750	243715	1
2026.07.06	11:15:00	174290	174340	174110	174280	48714	163544	1
2026.07.06	11:20:00	174280	174315	174160	174185	36890	124757	1
2026.07.06	11:25:00	174190	174415	174170	174250	55032	185901	1
2026.07.06	11:30:00	174255	174265	174115	174220	38871	129689	1
2026.07.06	11:35:00	174225	174260	174100	174160	37355	130166	1
2026.07.06	11:40:00	174155	174180	173930	174030	63388	211057	1
2026.07.06	11:45:00	174035	174090	173855	173960	57710	203817	1
2026.07.06	11:50:00	173965	174180	173940	174050	54308	187085	1
2026.07.06	11:55:00	174050	174140	174005	174120	25637	90076	1
2026.07.06	12:00:00	174125	174235	174045	174190	45289	151197	1
2026.07.06	12:05:00	174190	174295	174065	174210	50541	180447	1
2026.07.06	12:10:00	174205	174310	174165	174230	30685	113256	1
2026.07.06	12:15:00	174225	174285	174015	174070	43465	151005	1
2026.07.06	12:20:00	174075	174250	174045	174195	35179	131614	1
2026.07.06	12:25:00	174195	174325	174120	174295	30331	112916	1
2026.07.06	12:30:00	174295	174415	174250	174390	44208	163054	1
2026.07.06	12:35:00	174390	174450	174305	174410	37360	136753	1
2026.07.06	12:40:00	174415	174465	174275	174315	30912	117604	1
2026.07.06	12:45:00	174320	174345	174220	174250	24699	90258	1
2026.07.06	12:50:00	174255	174295	174155	174170	26718	93880	1
2026.07.06	12:55:00	174175	174255	174160	174220	20879	78648	1
2026.07.06	13:00:00	174215	174255	174175	174220	15089	53991	1
2026.07.06	13:05:00	174220	174225	174065	174160	33226	122341	1
2026.07.06	13:10:00	174160	174190	174110	174125	15143	54849	1
2026.07.06	13:15:00	174125	174230	174100	174195	23080	81603	1
2026.07.06	13:20:00	174190	174240	174085	174160	22368	81445	1
2026.07.06	13:25:00	174170	174185	174105	174140	13197	50713	1
2026.07.06	13:30:00	174135	174180	174090	174120	14328	48510	1
2026.07.06	13:35:00	174125	174310	174115	174290	26724	91935	1
2026.07.06	13:40:00	174290	174400	174270	174290	29786	104865	1
2026.07.06	13:45:00	174285	174365	174240	174335	19877	74821	1
2026.07.06	13:50:00	174330	174345	174220	174220	19947	72974	1
2026.07.06	13:55:00	174220	174305	174160	174295	26314	93433	1
2026.07.06	14:00:00	174295	174430	174270	174315	29884	112759	1
2026.07.06	14:05:00	174315	174455	174310	174420	23427	89067	1
2026.07.06	14:10:00	174420	174420	174215	174305	31123	125511	1
2026.07.06	14:15:00	174300	174400	174300	174375	17175	63793	1
2026.07.06	14:20:00	174370	174695	174365	174665	52809	191944	1
2026.07.06	14:25:00	174660	174755	174580	174655	44674	166175	1
2026.07.06	14:30:00	174655	174680	174550	174560	25370	97035	1
2026.07.06	14:35:00	174555	174590	174465	174525	28713	108805	1
2026.07.06	14:40:00	174520	174660	174480	174640	29343	112175	1
2026.07.06	14:45:00	174640	174860	174615	174775	45092	168421	1
2026.07.06	14:50:00	174780	174825	174715	174800	22619	89346	1
2026.07.06	14:55:00	174800	174875	174720	174810	32753	129184	1
2026.07.06	15:00:00	174810	174870	174695	174785	28511	106919	1
2026.07.06	15:05:00	174785	174820	174695	174725	25438	96340	1
2026.07.06	15:10:00	174725	174750	174550	174690	39396	147709	1
2026.07.06	15:15:00	174685	174830	174685	174805	24269	89493	1
2026.07.06	15:20:00	174805	174855	174760	174800	20801	76188	1
2026.07.06	15:25:00	174805	174890	174780	174820	22722	85450	1
2026.07.06	15:30:00	174820	174900	174780	174810	22198	84126	1
2026.07.06	15:35:00	174805	174820	174695	174720	28151	106500	1
2026.07.06	15:40:00	174725	174785	174675	174700	14508	53293	1
