<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.07.22	18:15:00	5065.000	5067.500	5064.500	5066.500	1149	7163	1
2026.07.22	18:20:00	5067.000	5070.000	5066.500	5070.000	1241	6426	1
2026.07.22	18:25:00	5069.500	5071.000	5068.000	5070.000	1087	4973	1
2026.07.23	09:00:00	5087.000	5088.500	5079.500	5082.500	15359	62459	1
2026.07.23	09:05:00	5082.500	5086.500	5080.500	5082.000	9044	43637	1
2026.07.23	09:10:00	5082.500	5084.000	5081.000	5083.000	3008	15313	1
2026.07.23	09:15:00	5083.000	5091.500	5082.000	5087.500	8644	43357	1
2026.07.23	09:20:00	5087.000	5090.500	5085.500	5088.500	6626	32277	1
2026.07.23	09:25:00	5088.500	5089.000	5084.000	5085.500	5612	26202	1
2026.07.23	09:30:00	5086.000	5090.500	5084.000	5085.000	7247	35171	1
2026.07.23	09:35:00	5085.000	5089.000	5084.500	5087.000	4577	19233	1
2026.07.23	09:40:00	5087.500	5095.500	5087.000	5093.500	10793	42969	1
2026.07.23	09:45:00	5093.500	5096.500	5092.000	5094.000	7163	36998	1
2026.07.23	09:50:00	5094.000	5096.500	5089.000	5092.500	9018	32735	1
2026.07.23	09:55:00	5093.000	5093.000	5088.000	5089.000	6286	26193	1
2026.07.23	10:00:00	5089.000	5091.000	5086.000	5087.000	7083	25959	1
2026.07.23	10:05:00	5086.500	5096.500	5086.500	5096.000	10541	45988	1
2026.07.23	10:10:00	5096.000	5101.500	5095.500	5100.000	11503	58117	1
2026.07.23	10:15:00	5100.500	5101.500	5097.500	5099.500	6300	27102	1
2026.07.23	10:20:00	5100.000	5102.000	5097.500	5101.500	5197	23659	1
2026.07.23	10:25:00	5102.000	5102.500	5097.500	5097.500	6462	27623	1
2026.07.23	10:30:00	5098.000	5098.000	5090.000	5090.500	12432	55891	1
2026.07.23	10:35:00	5090.000	5093.000	5088.500	5091.500	8003	36132	1
2026.07.23	10:40:00	5092.000	5093.000	5088.000	5090.500	6234	23091	1
2026.07.23	10:45:00	5090.000	5092.000	5088.500	5088.500	4535	17926	1
2026.07.23	10:50:00	5089.000	5092.000	5088.000	5090.000	4456	17182	1
2026.07.23	10:55:00	5090.500	5098.500	5089.500	5098.500	8710	36894	1
2026.07.23	11:00:00	5098.500	5098.500	5095.500	5097.000	6954	31685	1
2026.07.23	11:05:00	5096.500	5097.500	5094.000	5094.000	5363	26900	1
2026.07.23	11:10:00	5094.500	5094.500	5086.500	5087.500	10396	45743	1
2026.07.23	11:15:00	5088.000	5093.000	5087.000	5092.500	7266	32413	1
2026.07.23	11:20:00	5092.500	5093.000	5088.500	5089.000	3846	12441	1
2026.07.23	11:25:00	5089.000	5089.500	5086.000	5086.000	4503	16494	1
2026.07.23	11:30:00	5086.000	5089.500	5085.500	5088.000	5125	21503	1
2026.07.23	11:35:00	5088.000	5089.000	5083.500	5085.500	6686	32243	1
2026.07.23	11:40:00	5085.500	5089.000	5085.000	5088.500	4088	18079	1
2026.07.23	11:45:00	5088.500	5090.500	5086.500	5089.500	3445	13342	1
2026.07.23	11:50:00	5090.000	5092.500	5088.000	5092.000	4793	22199	1
2026.07.23	11:55:00	5092.000	5092.500	5088.500	5088.500	5113	24385	1
2026.07.23	12:00:00	5089.000	5090.000	5087.500	5088.500	4371	25610	1
2026.07.23	12:05:00	5088.500	5092.000	5088.500	5091.500	2881	11475	1
2026.07.23	12:10:00	5091.500	5093.500	5091.000	5091.500	3865	13433	1
2026.07.23	12:15:00	5091.500	5095.000	5090.500	5095.000	3982	19320	1
2026.07.23	12:20:00	5094.500	5099.000	5093.000	5095.000	6741	29446	1
2026.07.23	12:25:00	5095.500	5099.000	5095.000	5097.500	3712	14577	1
2026.07.23	12:30:00	5097.500	5102.500	5097.000	5098.500	5955	25889	1
2026.07.23	12:35:00	5098.000	5101.500	5095.500	5096.000	5207	25642	1
2026.07.23	12:40:00	5096.000	5097.500	5094.500	5096.500	3216	11807	1
2026.07.23	12:45:00	5096.000	5098.000	5095.500	5096.500	2472	12401	1
2026.07.23	12:50:00	5097.000	5098.000	5095.000	5095.000	1529	4986	1
2026.07.23	12:55:00	5095.000	5098.000	5094.500	5095.500	2364	9668	1
2026.07.23	13:00:00	5095.000	5095.500	5091.500	5092.000	3821	13859	1
2026.07.23	13:05:00	5092.000	5093.500	5089.500	5092.000	3686	19593	1
2026.07.23	13:10:00	5092.000	5092.500	5090.000	5091.000	1430	6401	1
2026.07.23	13:15:00	5090.500	5093.500	5090.000	5092.500	1878	8282	1
2026.07.23	13:20:00	5092.500	5093.000	5089.000	5091.000	2251	10238	1
2026.07.23	13:25:00	5091.000	5093.500	5089.500	5092.000	2426	11482	1
2026.07.23	13:30:00	5092.500	5096.000	5092.000	5095.500	3010	15163	1
2026.07.23	13:35:00	5095.000	5096.000	5094.000	5095.500	2020	10456	1
2026.07.23	13:40:00	5096.000	5097.000	5094.500	5095.000	1818	9514	1
2026.07.23	13:45:00	5094.500	5095.000	5092.500	5094.000	1650	7007	1
2026.07.23	13:50:00	5094.000	5095.500	5093.000	5094.500	1176	5496	1
2026.07.23	13:55:00	5094.500	5094.500	5092.500	5093.000	1500	6966	1
2026.07.23	14:00:00	5093.000	5095.000	5093.000	5095.000	1682	8010	1
2026.07.23	14:05:00	5095.000	5097.000	5094.500	5094.500	1951	7042	1
2026.07.23	14:10:00	5094.500	5097.000	5094.500	5096.000	1542	6103	1
2026.07.23	14:15:00	5096.000	5097.000	5095.000	5095.500	1055	3418	1
2026.07.23	14:20:00	5095.500	5098.000	5095.000	5097.000	2431	11376	1
2026.07.23	14:25:00	5097.000	5098.500	5096.000	5096.500	1409	7326	1
2026.07.23	14:30:00	5096.500	5099.000	5095.500	5098.000	2140	10678	1
2026.07.23	14:35:00	5097.500	5100.500	5097.500	5099.000	2994	14626	1
2026.07.23	14:40:00	5098.500	5100.000	5097.500	5098.000	1617	6468	1
2026.07.23	14:45:00	5098.000	5099.500	5097.000	5097.000	1587	6760	1
2026.07.23	14:50:00	5097.000	5098.000	5096.500	5097.500	1332	7319	1
2026.07.23	14:55:00	5097.500	5100.000	5097.000	5099.500	1973	10112	1
2026.07.23	15:00:00	5099.500	5100.000	5098.000	5099.500	1733	7290	1
2026.07.23	15:05:00	5099.000	5101.500	5097.000	5100.500	2645	14657	1
2026.07.23	15:10:00	5100.000	5103.000	5098.000	5102.000	4937	28227	1
2026.07.23	15:15:00	5101.500	5103.500	5100.500	5100.500	3677	19436	1
2026.07.23	15:20:00	5100.500	5101.000	5098.500	5099.500	2251	8526	1
2026.07.23	15:25:00	5099.500	5100.000	5098.500	5100.000	891	3194	1
2026.07.23	15:30:00	5099.500	5100.500	5098.000	5099.000	1812	8637	1
2026.07.23	15:35:00	5099.000	5100.500	5098.500	5100.000	1273	4900	1
2026.07.23	15:40:00	5099.500	5101.000	5099.000	5100.000	1503	7409	1
2026.07.23	15:45:00	5099.500	5100.000	5098.500	5099.500	1280	6281	1
2026.07.23	15:50:00	5099.500	5100.500	5098.000	5100.500	2892	12131	1
2026.07.23	15:55:00	5100.500	5102.000	5100.000	5100.500	3097	15461	1
2026.07.23	16:00:00	5100.500	5101.000	5099.000	5100.000	2063	10375	1
2026.07.23	16:05:00	5100.000	5100.500	5099.000	5100.500	1059	5968	1
2026.07.23	16:10:00	5100.000	5101.500	5100.000	5100.500	904	3265	1
2026.07.23	16:15:00	5100.500	5101.500	5099.500	5101.500	1542	6726	1
2026.07.23	16:20:00	5101.000	5101.500	5099.500	5100.500	1295	5848	1
2026.07.23	16:25:00	5100.000	5100.500	5096.500	5097.000	3039	16802	1
2026.07.23	16:30:00	5097.000	5097.000	5090.000	5095.500	6963	40667	1
2026.07.23	16:35:00	5095.000	5098.000	5095.000	5097.000	1853	11566	1
2026.07.23	16:40:00	5097.000	5098.000	5096.000	5097.000	1378	5831	1
2026.07.23	16:45:00	5097.000	5098.000	5096.000	5098.000	1560	9521	1
2026.07.23	16:50:00	5098.000	5098.000	5096.000	5096.500	1847	6878	1
2026.07.23	16:55:00	5097.000	5097.000	5094.000	5095.000	1931	8474	1
2026.07.23	17:00:00	5094.500	5095.500	5093.500	5095.500	1539	7694	1
2026.07.23	17:05:00	5095.500	5097.000	5094.500	5096.000	1188	6314	1
2026.07.23	17:10:00	5096.000	5096.500	5094.500	5096.000	879	4887	1
2026.07.23	17:15:00	5096.000	5097.000	5095.500	5096.000	755	4811	1
2026.07.23	17:20:00	5096.500	5096.500	5094.500	5094.500	709	3544	1
2026.07.23	17:25:00	5095.000	5095.000	5093.500	5094.500	868	5307	1
2026.07.23	17:30:00	5094.000	5095.000	5093.500	5094.000	497	2822	1
2026.07.23	17:35:00	5094.500	5094.500	5093.500	5094.000	394	2462	1
2026.07.23	17:40:00	5094.000	5094.500	5093.000	5093.000	823	6098	1
2026.07.23	17:45:00	5093.500	5094.000	5093.000	5093.500	514	3382	1
2026.07.23	17:50:00	5093.500	5095.000	5093.500	5093.500	694	3572	1
2026.07.23	17:55:00	5093.500	5096.500	5093.500	5094.500	1235	7996	1
2026.07.23	18:00:00	5095.000	5097.000	5094.000	5095.500	883	5228	1
2026.07.23	18:05:00	5095.000	5095.500	5094.000	5094.000	286	2978	1
2026.07.23	18:10:00	5094.000	5095.000	5093.500	5093.500	541	3962	1
2026.07.23	18:15:00	5093.500	5095.000	5093.000	5093.500	650	2431	1
2026.07.23	18:20:00	5093.000	5094.500	5093.000	5093.000	470	2731	1
2026.07.23	18:25:00	5093.500	5093.500	5090.000	5091.500	624	2567	1
2026.07.24	09:00:00	5085.500	5096.500	5078.500	5095.500	15797	61617	1
2026.07.24	09:05:00	5096.000	5099.000	5090.000	5091.500	12079	57173	1
2026.07.24	09:10:00	5091.500	5094.000	5088.000	5091.000	9043	44864	1
2026.07.24	09:15:00	5091.000	5091.500	5084.500	5084.500	8407	38346	1
2026.07.24	09:20:00	5085.000	5089.000	5083.000	5087.000	6643	33577	1
2026.07.24	09:25:00	5087.000	5092.000	5087.000	5090.000	5374	22447	1
2026.07.24	09:30:00	5089.500	5090.500	5087.500	5090.000	5140	24015	1
2026.07.24	09:35:00	5090.500	5091.500	5087.000	5088.500	6011	32019	1
2026.07.24	09:40:00	5088.500	5094.000	5088.500	5090.500	7435	32351	1
2026.07.24	09:45:00	5090.000	5094.000	5087.000	5090.500	7350	36857	1
2026.07.24	09:50:00	5090.500	5091.500	5084.000	5086.000	6435	30254	1
2026.07.24	09:55:00	5086.000	5089.500	5083.000	5083.500	5910	28543	1
2026.07.24	10:00:00	5084.000	5085.500	5080.000	5081.500	8667	43662	1
2026.07.24	10:05:00	5081.500	5088.000	5081.000	5086.500	7607	47541	1
2026.07.24	10:10:00	5086.500	5087.500	5084.500	5085.000	3536	16927	1
2026.07.24	10:15:00	5085.000	5089.500	5085.000	5087.000	5159	30403	1
2026.07.24	10:20:00	5087.500	5089.000	5086.000	5087.500	3486	16020	1
2026.07.24	10:25:00	5087.500	5090.500	5087.000	5088.500	5062	26086	1
2026.07.24	10:30:00	5088.500	5093.500	5088.000	5092.000	7567	32222	1
2026.07.24	10:35:00	5092.500	5094.500	5088.500	5089.000	6419	27760	1
2026.07.24	10:40:00	5089.500	5091.000	5088.500	5091.000	3171	10875	1
2026.07.24	10:45:00	5090.500	5092.500	5086.000	5089.000	6364	30415	1
2026.07.24	10:50:00	5089.000	5091.500	5085.000	5086.000	6532	30662	1
2026.07.24	10:55:00	5085.500	5087.000	5082.500	5083.000	5900	24718	1
2026.07.24	11:00:00	5083.000	5084.500	5079.500	5083.500	9952	49922	1
2026.07.24	11:05:00	5083.500	5085.000	5082.000	5084.500	5564	28910	1
2026.07.24	11:10:00	5084.000	5084.500	5078.000	5080.000	6560	28367	1
2026.07.24	11:15:00	5080.000	5085.000	5078.500	5084.500	7067	35606	1
2026.07.24	11:20:00	5084.500	5085.000	5077.500	5077.500	7002	29941	1
2026.07.24	11:25:00	5077.500	5078.500	5076.500	5077.500	4859	23562	1
2026.07.24	11:30:00	5078.000	5080.000	5077.000	5078.500	3278	14430	1
2026.07.24	11:35:00	5078.500	5080.000	5077.000	5079.500	3063	20369	1
2026.07.24	11:40:00	5080.000	5080.000	5078.000	5079.000	2826	16218	1
2026.07.24	11:45:00	5078.500	5079.000	5075.500	5075.500	4166	20728	1
2026.07.24	11:50:00	5075.500	5077.000	5073.000	5073.000	4288	22081	1
2026.07.24	11:55:00	5073.500	5073.500	5070.000	5072.000	6823	40187	1
2026.07.24	12:00:00	5071.500	5072.000	5066.500	5066.500	8986	58306	1
2026.07.24	12:05:00	5066.500	5070.000	5066.500	5068.500	7280	46902	1
2026.07.24	12:10:00	5069.000	5069.500	5060.000	5061.500	11203	51924	1
2026.07.24	12:15:00	5061.500	5067.500	5058.000	5066.500	11079	58865	1
2026.07.24	12:20:00	5066.500	5068.000	5065.500	5068.000	3059	15820	1
2026.07.24	12:25:00	5068.000	5071.500	5067.000	5070.000	5322	33067	1
2026.07.24	12:30:00	5070.500	5072.500	5069.000	5071.500	3685	21576	1
2026.07.24	12:35:00	5071.500	5072.000	5069.000	5069.500	2678	12453	1
2026.07.24	12:40:00	5069.000	5073.000	5068.000	5072.500	5660	31530	1
2026.07.24	12:45:00	5072.500	5073.000	5071.000	5071.500	2192	14807	1
2026.07.24	12:50:00	5071.500	5073.000	5070.500	5072.000	2006	9913	1
2026.07.24	12:55:00	5072.000	5072.500	5068.000	5068.000	2431	9791	1
2026.07.24	13:00:00	5068.000	5069.500	5067.000	5068.000	2904	15396	1
2026.07.24	13:05:00	5067.500	5069.500	5066.500	5068.500	2513	14688	1
2026.07.24	13:10:00	5068.500	5070.000	5068.000	5070.000	1573	5628	1
2026.07.24	13:15:00	5070.000	5071.500	5069.500	5071.000	1864	6926	1
2026.07.24	13:20:00	5071.000	5072.500	5069.500	5070.500	1917	9365	1
2026.07.24	13:25:00	5070.500	5071.000	5069.500	5070.000	854	3709	1
2026.07.24	13:30:00	5070.000	5073.000	5069.500	5071.500	2659	12251	1
2026.07.24	13:35:00	5072.000	5076.500	5071.500	5075.000	4426	20278	1
2026.07.24	13:40:00	5075.500	5076.500	5075.000	5076.500	1393	5604	1
2026.07.24	13:45:00	5076.500	5078.500	5075.500	5077.500	3321	19769	1
2026.07.24	13:50:00	5077.500	5079.500	5077.000	5077.500	2500	11599	1
2026.07.24	13:55:00	5077.500	5078.500	5076.000	5077.000	1875	7404	1
2026.07.24	14:00:00	5077.000	5078.000	5076.000	5078.000	1357	5766	1
2026.07.24	14:05:00	5077.500	5080.500	5077.500	5079.500	2952	12900	1
2026.07.24	14:10:00	5079.000	5080.000	5077.500	5078.000	1389	4930	1
2026.07.24	14:15:00	5078.000	5079.000	5077.500	5077.500	933	4782	1
2026.07.24	14:20:00	5078.000	5078.500	5077.000	5078.000	938	4490	1
2026.07.24	14:25:00	5078.500	5078.500	5076.000	5076.000	1203	6129	1
2026.07.24	14:30:00	5076.500	5077.000	5076.000	5076.000	975	3943	1
2026.07.24	14:35:00	5076.500	5078.500	5076.500	5078.000	1219	5777	1
2026.07.24	14:40:00	5078.000	5078.500	5077.000	5077.000	1102	5653	1
2026.07.24	14:45:00	5077.000	5079.000	5077.000	5079.000	1217	6008	1
2026.07.24	14:50:00	5079.000	5081.500	5078.500	5081.500	2713	12535	1
2026.07.24	14:55:00	5081.000	5082.000	5078.500	5079.500	2174	11760	1
2026.07.24	15:00:00	5079.500	5081.000	5079.000	5080.000	1466	10257	1
2026.07.24	15:05:00	5080.500	5080.500	5078.000	5078.500	2314	13490	1
2026.07.24	15:10:00	5078.000	5079.500	5077.500	5078.500	1643	8887	1
2026.07.24	15:15:00	5078.500	5080.000	5077.500	5080.000	1424	7739	1
2026.07.24	15:20:00	5080.000	5080.500	5079.000	5079.500	1127	4415	1
2026.07.24	15:25:00	5079.000	5081.000	5079.000	5080.000	1133	5998	1
2026.07.24	15:30:00	5080.000	5083.000	5079.500	5082.500	2038	8854	1
2026.07.24	15:35:00	5082.500	5083.500	5082.000	5082.500	2343	11273	1
2026.07.24	15:40:00	5082.500	5084.500	5082.000	5083.000	2495	16325	1
2026.07.24	15:45:00	5083.500	5083.500	5082.500	5083.000	1020	6648	1
2026.07.24	15:50:00	5083.500	5084.000	5082.000	5083.500	1682	6549	1
2026.07.24	15:55:00	5083.500	5084.500	5082.500	5082.500	2316	13733	1
2026.07.24	16:00:00	5082.500	5084.500	5082.500	5083.500	1748	10535	1
2026.07.24	16:05:00	5083.500	5086.000	5083.500	5086.000	1824	8959	1
2026.07.24	16:10:00	5086.000	5087.000	5085.000	5086.000	2816	22263	1
2026.07.24	16:15:00	5086.000	5086.500	5085.000	5085.500	980	4542	1
2026.07.24	16:20:00	5085.000	5087.500	5085.000	5087.000	2050	12928	1
2026.07.24	16:25:00	5086.500	5087.000	5086.000	5087.000	1485	8322	1
2026.07.24	16:30:00	5087.000	5087.000	5084.500	5086.000	2216	10431	1
2026.07.24	16:35:00	5086.000	5089.000	5085.500	5088.500	3369	18063	1
2026.07.24	16:40:00	5088.000	5088.500	5087.500	5088.000	842	3674	1
2026.07.24	16:45:00	5088.000	5089.500	5088.000	5089.000	1968	9930	1
2026.07.24	16:50:00	5089.000	5090.000	5088.500	5089.500	1786	6691	1
2026.07.24	16:55:00	5089.000	5091.000	5089.000	5089.500	1967	10070	1
2026.07.24	17:00:00	5089.500	5092.000	5088.500	5090.500	2494	15152	1
2026.07.24	17:05:00	5091.000	5093.000	5090.500	5092.000	1508	8140	1
2026.07.24	17:10:00	5091.500	5092.500	5089.500	5090.000	1446	8958	1
2026.07.24	17:15:00	5089.500	5090.000	5088.000	5089.500	1197	6036	1
2026.07.24	17:20:00	5089.500	5089.500	5088.000	5089.500	585	4309	1
2026.07.24	17:25:00	5089.500	5089.500	5088.000	5089.500	535	2728	1
2026.07.24	17:30:00	5089.000	5092.000	5089.000	5091.000	1158	6400	1
2026.07.24	17:35:00	5091.500	5091.500	5090.000	5091.000	604	3441	1
2026.07.24	17:40:00	5090.500	5092.000	5090.500	5091.500	635	3840	1
2026.07.24	17:45:00	5091.000	5091.500	5090.500	5090.500	232	1104	1
2026.07.24	17:50:00	5090.500	5092.500	5090.500	5092.000	651	2994	1
2026.07.24	17:55:00	5092.000	5093.000	5091.500	5092.000	797	4030	1
2026.07.24	18:00:00	5092.000	5096.000	5091.000	5095.000	1526	8023	1
2026.07.24	18:05:00	5095.500	5096.500	5093.500	5094.000	991	5259	1
2026.07.24	18:10:00	5094.000	5098.500	5094.000	5098.000	1215	6575	1
2026.07.24	18:15:00	5098.000	5100.000	5097.500	5099.500	1287	6290	1
2026.07.24	18:20:00	5100.000	5101.000	5097.500	5097.500	682	3433	1
2026.07.24	18:25:00	5097.500	5100.000	5096.500	5099.500	1109	5168	1
2026.07.27	09:00:00	5085.000	5088.000	5082.000	5084.000	3371	34555	0
2026.07.27	09:05:00	5084.500	5090.000	5084.000	5089.500	1870	24946	0
2026.07.27	09:10:00	5089.500	5096.000	5089.000	5092.500	2232	32414	0
2026.07.27	09:15:00	5092.000	5093.000	5090.000	5091.500	1004	14757	0
2026.07.27	09:20:00	5091.500	5092.000	5088.500	5091.000	1155	15138	0
2026.07.27	09:25:00	5090.500	5093.000	5088.000	5091.500	1012	20527	0
2026.07.27	09:30:00	5091.500	5095.000	5090.500	5091.500	1613	22133	0
2026.07.27	09:35:00	5091.000	5093.000	5088.500	5092.500	1240	21312	0
2026.07.27	09:40:00	5092.500	5095.000	5091.500	5094.000	1344	21989	0
2026.07.27	09:45:00	5094.000	5095.000	5091.000	5094.500	892	11846	0
2026.07.27	09:50:00	5095.000	5095.500	5091.500	5092.500	985	16225	0
2026.07.27	09:55:00	5092.000	5093.000	5090.500	5092.000	641	9072	0
2026.07.27	10:00:00	5091.500	5101.500	5091.000	5101.000	3095	47077	0
2026.07.27	10:05:00	5101.000	5102.500	5095.000	5097.500	2558	55802	0
2026.07.27	10:10:00	5097.000	5100.000	5097.000	5098.500	1300	23064	0
2026.07.27	10:15:00	5098.500	5101.000	5098.000	5099.000	959	17202	0
2026.07.27	10:20:00	5099.000	5100.500	5098.000	5100.500	696	16226	0
2026.07.27	10:25:00	5100.000	5103.000	5098.500	5101.500	1205	22397	0
2026.07.27	10:30:00	5101.000	5108.000	5100.000	5106.500	3311	56930	0
2026.07.27	10:35:00	5106.500	5107.000	5104.000	5105.500	1569	30857	0
2026.07.27	10:40:00	5105.500	5106.500	5100.500	5105.500	2086	41378	0
2026.07.27	10:45:00	5105.500	5106.000	5102.000	5103.000	1112	22018	0
2026.07.27	10:50:00	5102.500	5105.500	5102.500	5105.500	964	15941	0
2026.07.27	10:55:00	5105.500	5107.000	5103.500	5104.000	1346	30615	0
2026.07.27	11:00:00	5104.000	5107.000	5101.500	5104.500	1651	24978	0
2026.07.27	11:05:00	5105.000	5105.500	5102.500	5103.000	873	16148	0
2026.07.27	11:10:00	5103.000	5107.000	5102.000	5102.500	1214	20519	0
